msg_id,conv_id,conv_turn,sender_user_id,receiver_user_id,sent_at,text,answer
136af019-ba0f-4594-abef-1e519ef235d1,chat:u_barbara_u_naama,125,u_naama,u_barbara,2020-01-20 11:35:27,"Listen, there's a chance I might be entering a week-long project
If so, I expect you to take all my shifts","hahahahaha
When?"
03f09350-c207-4c13-9a7e-8ed1159f3737,chat:u_barbara_u_naama,126,u_barbara,u_naama,2020-01-20 11:35:45,"hahahahaha
When?",I'm seriousss
487e406f-1a60-49d2-9986-caeebf470904,chat:u_barbara_u_naama,127,u_naama,u_barbara,2020-01-20 11:35:53,I'm seriousss,Good lollll
f32ea7f1-a3e3-4839-b156-cd0a714e590d,chat:u_barbara_u_naama,128,u_barbara,u_naama,2020-01-20 11:35:57,Good lollll,"I don't know
Waiting for an answer"
4aadab35-f28c-44d2-a16b-50cc140f8460,chat:u_barbara_u_naama,129,u_naama,u_barbara,2020-01-20 11:36:01,"I don't know
Waiting for an answer","Just don't end up doing doubles
Okay, just next week I'm flying for two weeks
What project?"
30b889b0-e675-4c3e-8514-80bb6432e3da,chat:u_barbara_u_naama,130,u_barbara,u_naama,2020-01-20 11:36:10,"Just don't end up doing doubles
Okay, just next week I'm flying for two weeks
What project?","What
Where to
Something security-related
I don't really know the details"
790509b4-a359-40f8-b9ba-07d90d1f935f,chat:u_barbara_u_naama,131,u_naama,u_barbara,2020-01-20 11:36:42,"What
Where to
Something security-related
I don't really know the details","Ukraine, I haven't been there since I made Aliyah
So why did you sign up for it?"
8154131f-034f-455b-98af-7087f7f1c7bb,chat:u_barbara_u_naama,132,u_barbara,u_naama,2020-01-20 11:45:45,"Ukraine, I haven't been there since I made Aliyah
So why did you sign up for it?","Money
If I get accepted, it's good money"
7fcb5804-fff7-495b-b233-180e4415b0e1,chat:u_barbara_u_naama,133,u_naama,u_barbara,2020-01-20 11:50:53,"Money
If I get accepted, it's good money","‎image omitted
‎image omitted
Someone else did this for me, and it was awful
‎image omitted"
62b67f0c-996e-40c5-a915-882ad047129c,chat:u_barbara_u_naama,134,u_barbara,u_naama,2020-01-20 13:33:35,"‎image omitted
‎image omitted
Someone else did this for me, and it was awful
‎image omitted","Yes, she does it nicely
Great
I'm obsessive about it being smooth without bumps
https://www.hashulchan.co.il/%D7%9E%D7%AA%D7%9B%D7%95%D7%A0%D7%99%D7%9D/%d7%a4%d7%a1%d7%98%d7%94-%d7%9c%d7%97%d7%9d-%d7%a4%d7%a1%d7%98%d7%94-%d7%90%d7%9c-%d7%a4%d7%90%d7%a0%d7%94/"
c6130957-a70c-462f-b0f9-b60c4960421f,chat:u_barbara_u_naama,135,u_naama,u_barbara,2020-01-20 13:36:02,"Yes, she does it nicely
Great
I'm obsessive about it being smooth without bumps
https://www.hashulchan.co.il/%D7%9E%D7%AA%D7%9B%D7%95%D7%A0%D7%99%D7%9D/%d7%a4%d7%a1%d7%98%d7%94-%d7%9c%d7%97%d7%9d-%d7%a4%d7%a1%d7%98%d7%94-%d7%90%d7%9c-%d7%a4%d7%90%d7%a0%d7%94/","‎image omitted
Smooth"
2397c693-2510-40df-b6f1-93958b235236,chat:u_barbara_u_naama,136,u_barbara,u_naama,2020-01-21 15:47:51,"‎image omitted
Smooth",A cool shade
c4597daf-012e-4abd-9db1-027f3f7b40ea,chat:u_barbara_u_naama,137,u_naama,u_barbara,2020-01-21 15:52:48,A cool shade,"Hello there
What's up?"
6a181b12-d82f-469d-be16-1604e727ca8e,chat:u_barbara_u_naama,138,u_barbara,u_naama,2020-01-23 17:20:53,"Hello there
What's up?","Just leaving Acre
I drank wine
I'm dying here
Eyal from Michael's invited me today"
e11185c8-0765-4216-baee-398b06e605b3,chat:u_barbara_u_naama,139,u_naama,u_barbara,2020-01-23 17:21:14,"Just leaving Acre
I drank wine
I'm dying here
Eyal from Michael's invited me today","What, but you finished 20 min ago
Which Eyal?"
df497faa-b950-4bac-828c-8312c76ecff4,chat:u_barbara_u_naama,140,u_barbara,u_naama,2020-01-23 17:21:41,"What, but you finished 20 min ago
Which Eyal?","No, I left late
From Michael's"
1cd5bc64-2f14-4e0a-87d1-8c72d9be7382,chat:u_barbara_u_naama,141,u_naama,u_barbara,2020-01-23 17:21:56,"No, I left late
From Michael's","I don't remember
I remember Almog who worked at Michael's"
03c3eda8-7042-4589-bc56-e66c424d9e35,chat:u_barbara_u_naama,142,u_barbara,u_naama,2020-01-23 17:22:09,"I don't remember
I remember Almog who worked at Michael's","I don't remember
Eyal is the manager"
1925211d-89cf-4602-a1b0-ee078ffe8f3d,chat:u_barbara_u_naama,143,u_naama,u_barbara,2020-01-23 17:22:35,"I don't remember
Eyal is the manager","Whatwhatwhatwhatwhat
Did he invite you like a date"
e102f289-0fa4-4485-9e30-f98f6a95c6a5,chat:u_barbara_u_naama,144,u_barbara,u_naama,2020-01-23 17:22:47,"Whatwhatwhatwhatwhat
Did he invite you like a date",Want to go to a fancy dinner?
b72f2731-1f27-42e3-8e81-516d9c374388,chat:u_barbara_u_naama,145,u_naama,u_barbara,2020-01-23 17:23:03,Want to go to a fancy dinner?,Or did he invite you to come eat
27e87988-e2f1-4e42-94c5-fa6504e5841e,chat:u_barbara_u_naama,146,u_barbara,u_naama,2020-01-23 17:23:04,Or did he invite you to come eat,"He told me to come alone but like, no way"
313ee2e7-9664-461d-ab4a-d6e892c36f58,chat:u_barbara_u_naama,147,u_naama,u_barbara,2020-01-23 17:23:13,"He told me to come alone but like, no way","hahahaha yalla
When
hahahah
‎audio omitted
‎audio omitted"
566f5f4e-6c5f-48f2-865f-7d2a9e48a417,chat:u_barbara_u_naama,148,u_barbara,u_naama,2020-01-23 17:23:21,"hahahaha yalla
When
hahahah
‎audio omitted
‎audio omitted","‎audio omitted
Want to go?"
5ecc5689-db2f-4872-9b4a-ad05eff52894,chat:u_barbara_u_naama,149,u_naama,u_barbara,2020-01-23 17:31:32,"‎audio omitted
Want to go?",When would we need to leave approximately?
f541298e-4db1-4db6-abda-1d9581b919f2,chat:u_barbara_u_naama,150,u_barbara,u_naama,2020-01-23 19:02:18,When would we need to leave approximately?,"I still can't get up
From the couch"
39ff34f0-5f82-41a9-9f27-d1ee493b8484,chat:u_barbara_u_naama,151,u_naama,u_barbara,2020-01-23 19:08:19,"I still can't get up
From the couch","In two more hours, is that good for you?"
aded6f0b-de7d-4166-b86c-c9a85c31db95,chat:u_barbara_u_naama,152,u_barbara,u_naama,2020-01-23 19:08:43,"In two more hours, is that good for you?",‎audio omitted
a8fdef46-ed3e-4086-bed9-cdc6bfdbed8a,chat:u_barbara_u_naama,153,u_naama,u_barbara,2020-01-23 19:08:54,‎audio omitted,"Was it a hard shift?
Okay, generally, is there a plan for today?"
2d715cf6-e078-47ab-acb6-b084ba023eb7,chat:u_barbara_u_naama,154,u_barbara,u_naama,2020-01-23 19:08:57,"Was it a hard shift?
Okay, generally, is there a plan for today?","Currently nothing
It was busy
I also drank wine"
236f076a-b9d0-43bc-ace0-d49d61ffc928,chat:u_barbara_u_naama,155,u_naama,u_barbara,2020-01-23 19:09:51,"Currently nothing
It was busy
I also drank wine","Whatwhatwhatwhatwhat
I just listened to it
Where do you know him from?"
74987c10-eec7-405b-ac18-f7b47d7be55e,chat:u_barbara_u_naama,156,u_barbara,u_naama,2020-01-23 21:28:36,"Whatwhatwhatwhatwhat
I just listened to it
Where do you know him from?","I haven't changed position
He's always at the restaurant"
cecb3a9d-3fd8-42f5-9fdf-1ad7b5048aff,chat:u_barbara_u_naama,157,u_naama,u_barbara,2020-01-23 21:28:49,"I haven't changed position
He's always at the restaurant","In the end I was the one who fell asleep yesterday
At our restaurant?"
0efa66c2-56e0-46d4-943f-1c7c16c53de9,chat:u_barbara_u_naama,158,u_barbara,u_naama,2020-01-24 16:10:36,"In the end I was the one who fell asleep yesterday
At our restaurant?","I wish I had fallen asleep, I just didn't move
Yes"
72c90c1a-66a4-4740-b2ca-eabbd2811531,chat:u_barbara_u_naama,159,u_naama,u_barbara,2020-01-24 16:12:52,"I wish I had fallen asleep, I just didn't move
Yes","What
Who is it?
Do you have a picture maybe?"
3a08abcb-b306-4947-b5bb-f31349a1c870,chat:u_barbara_u_naama,160,u_barbara,u_naama,2020-01-24 16:29:25,"What
Who is it?
Do you have a picture maybe?",‎audio omitted
be933807-49bb-47d6-b271-604ee5c77fae,chat:u_barbara_u_naama,161,u_naama,u_barbara,2020-01-24 16:53:13,‎audio omitted,"I thought maybe you had his Facebook or something
You're right, it would have been pretty creepy if you kept his picture on your phone"
ab969355-6c97-4e48-8939-fbe4a8e6d91e,chat:u_barbara_u_naama,162,u_barbara,u_naama,2020-01-24 16:53:42,"I thought maybe you had his Facebook or something
You're right, it would have been pretty creepy if you kept his picture on your phone",‎audio omitted
ac20ff32-b429-449f-ad6e-7eb62e1931f1,chat:u_barbara_u_naama,163,u_naama,u_barbara,2020-01-24 17:00:14,‎audio omitted,How do you know all that?
f37940ea-73f7-4ff4-89d9-8df58dd3e59a,chat:u_barbara_u_naama,164,u_barbara,u_naama,2020-01-24 17:00:34,How do you know all that?,‎audio omitted
0a5088d6-cce5-4a74-a9b0-2ac05d63e2db,chat:u_barbara_u_naama,165,u_naama,u_barbara,2020-01-24 17:19:16,‎audio omitted,OMG. https://www.facebook.com/1976849845709294/posts/2908484005879202/?d=n
89bbb156-1c24-4a10-9d02-767cfb270059,chat:u_barbara_u_naama,166,u_barbara,u_naama,2020-01-29 21:17:13,OMG. https://www.facebook.com/1976849845709294/posts/2908484005879202/?d=n,We're goinggg
e0c14a96-7436-4f8d-93fc-a7253edafea5,chat:u_barbara_u_naama,167,u_naama,u_barbara,2020-01-29 23:07:58,We're goinggg,https://www.instagram.com/p/Bti29c4lFpt/?igshid=67x657zh57hy
ef54debb-4eda-4ba3-b7a2-f00ebd507fed,chat:u_barbara_u_naama,168,u_barbara,u_naama,2020-01-30 22:16:12,https://www.instagram.com/p/Bti29c4lFpt/?igshid=67x657zh57hy,"Tell me
You're in Ukraine
And I'm the one who's supposed to be hungry from the pictures you're sending???"
89d9fa31-4f26-4199-a880-ee53455322c7,chat:u_barbara_u_naama,169,u_naama,u_barbara,2020-01-31 01:29:29,"Tell me
You're in Ukraine
And I'm the one who's supposed to be hungry from the pictures you're sending???","Believe me, I'm suffering more here. There is no tasty food at all
The tea, however, is tasty"
f0b84de0-8c9b-4cae-8aa6-786e266590ff,chat:u_barbara_u_naama,170,u_barbara,u_naama,2020-02-01 09:42:54,"Believe me, I'm suffering more here. There is no tasty food at all
The tea, however, is tasty",Ukrainian food is disgusting
b4f23cdd-44e2-4f6e-a798-bc5dcac911ef,chat:u_barbara_u_naama,171,u_naama,u_barbara,2020-02-01 09:46:04,Ukrainian food is disgusting,"OMG yes
I'm with you today
Hi Naama, you said you know where to adopt a dog
I'd love the details, a phone number."
c557b39d-8b00-4b8a-923f-d50677099f68,chat:u_barbara_u_naama,172,u_barbara,u_naama,2020-02-18 16:04:16,"OMG yes
I'm with you today
Hi Naama, you said you know where to adopt a dog
I'd love the details, a phone number.","Barbi
I was abroad
There are in all sorts of kennels
The question is what you're leaning towards in terms of character, how you'll take care of him"
3cbe1a53-f872-4ba7-b26a-7799299c380d,chat:u_barbara_u_naama,173,u_naama,u_barbara,2020-02-28 11:24:15,"Barbi
I was abroad
There are in all sorts of kennels
The question is what you're leaning towards in terms of character, how you'll take care of him","I know lolll. I didn't think you'd disconnect from the whole world lolll
Did you know I'm with you today?"
eb4ca274-bace-4237-9f1d-d6f513fa8773,chat:u_barbara_u_naama,174,u_barbara,u_naama,2020-02-28 13:14:36,"I know lolll. I didn't think you'd disconnect from the whole world lolll
Did you know I'm with you today?","You're in my place, you funny one"
8061493c-b0b0-413b-af37-06c6f5ad6db0,chat:u_barbara_u_naama,175,u_naama,u_barbara,2020-02-28 13:19:32,"You're in my place, you funny one","What
Why aren't you working?
I thought I was in Aviad's place. Because Noam asked me about Friday evening if I could, right after he spoke to Aviad"
21b0a9a4-6fad-4edc-bf6e-30f7896b4087,chat:u_barbara_u_naama,176,u_barbara,u_naama,2020-02-28 13:19:38,"What
Why aren't you working?
I thought I was in Aviad's place. Because Noam asked me about Friday evening if I could, right after he spoke to Aviad",‎audio omitted
82219a6b-2328-4e9b-874f-94bc0a0032ee,chat:u_barbara_u_naama,177,u_naama,u_barbara,2020-02-28 13:22:43,‎audio omitted,"I see
Why did they even schedule you for a shift in the first place????"
b581eb53-53bd-4a24-a1c9-4ea153e749dc,chat:u_barbara_u_naama,178,u_barbara,u_naama,2020-02-28 13:23:04,"I see
Why did they even schedule you for a shift in the first place????","Idiots
‎image omitted"
5338820b-43aa-4c39-8e6d-395d7e579b68,chat:u_barbara_u_naama,179,u_naama,u_barbara,2020-02-28 13:24:52,"Idiots
‎image omitted","‎audio omitted
Listen, my mom sent me this
I'm in a panic"
4ffd0874-7944-4992-9d04-2538fd7fd03f,chat:u_barbara_u_naama,180,u_barbara,u_naama,2020-03-03 00:02:30,"‎audio omitted
Listen, my mom sent me this
I'm in a panic","Who received this
Who sent this"
8087f7a2-cd47-4eed-90f2-94985e2721e7,chat:u_barbara_u_naama,181,u_naama,u_barbara,2020-03-03 00:03:18,"Who received this
Who sent this","I have no idea
It's circulating on social media"
f263c8e8-8d77-49e8-adf2-d3918b381cc6,chat:u_barbara_u_naama,182,u_barbara,u_naama,2020-03-03 00:03:28,"I have no idea
It's circulating on social media","Well, it's just scary then
Ignore it
Go to the doctor"
2bffbbfe-1163-413f-a6b4-2c8c171b4b59,chat:u_barbara_u_naama,183,u_naama,u_barbara,2020-03-03 00:03:38,"Well, it's just scary then
Ignore it
Go to the doctor",hahahahaha
a6e14f97-6c95-4aa6-bb74-419bbed5e043,chat:u_barbara_u_naama,184,u_barbara,u_naama,2020-03-03 00:03:47,hahahahaha,That's what's important
1978d50b-8874-4b9b-b57c-64f8c26a95fe,chat:u_barbara_u_naama,185,u_naama,u_barbara,2020-03-03 00:03:48,That's what's important,Tomorrow tomorrow
86537941-5b45-4399-a41e-ebfe2c77a610,chat:u_barbara_u_naama,186,u_barbara,u_naama,2020-03-03 00:03:50,Tomorrow tomorrow,If it's a female doctor then she's garbage
62ad25d6-e426-41b9-843e-18adb523630c,chat:u_barbara_u_naama,187,u_naama,u_barbara,2020-03-03 00:04:03,If it's a female doctor then she's garbage,I don't think so
10259d05-6ad8-4cf8-9314-fc0844d8f9e8,chat:u_barbara_u_naama,188,u_barbara,u_naama,2020-03-03 00:04:13,I don't think so,She will only cause hysteria
f8e3117b-d87d-4a29-a046-cd0423c384e2,chat:u_barbara_u_naama,189,u_naama,u_barbara,2020-03-03 00:04:16,She will only cause hysteria,Tell me how many hours did you work today?
60df4651-7403-4e2c-9c02-be7f20c5f643,chat:u_barbara_u_naama,190,u_barbara,u_naama,2020-03-03 00:04:54,Tell me how many hours did you work today?,"‎audio omitted
8 and something
Why"
9e2d5b72-a4ea-47bf-b3c5-6fb8f5d4896a,chat:u_barbara_u_naama,191,u_naama,u_barbara,2020-03-03 00:04:57,"‎audio omitted
8 and something
Why","What, just the two of us
The whole restaurant
And the customers too"
8df85e64-a731-474c-8353-8422a0f8dd24,chat:u_barbara_u_naama,192,u_barbara,u_naama,2020-03-03 00:05:17,"What, just the two of us
The whole restaurant
And the customers too","Yess
Sounds fun"
5db9059c-9748-4d1c-8ee6-a7de0e1602da,chat:u_barbara_u_naama,193,u_naama,u_barbara,2020-03-03 00:05:25,"Yess
Sounds fun",hahahahahahahahaha
b2d0bacc-340f-4776-93fe-5b5e3a8c1500,chat:u_barbara_u_naama,194,u_barbara,u_naama,2020-03-03 00:05:31,hahahahahahahahaha,"There were many tourists
It didn't apply to them"
4e8082fc-9404-430d-bacf-3413b4a41ada,chat:u_barbara_u_naama,195,u_naama,u_barbara,2020-03-03 00:05:33,"There were many tourists
It didn't apply to them","Wow, listen, in the end everyone will get it"
002ed6bd-69b3-49e7-b826-ee0c4be747f4,chat:u_barbara_u_naama,196,u_barbara,u_naama,2020-03-03 00:06:01,"Wow, listen, in the end everyone will get it",I think about half the world will get it
b7640505-00f0-4577-ae9f-41037db263cf,chat:u_barbara_u_naama,197,u_naama,u_barbara,2020-03-03 00:06:19,I think about half the world will get it,"Yes, there are such theories
I only heard them when this whole story started
Started"
cbb9d986-d1ef-4614-ba55-3276960f0de6,chat:u_barbara_u_naama,198,u_barbara,u_naama,2020-03-03 00:06:37,"Yes, there are such theories
I only heard them when this whole story started
Started",‎audio omitted
ae04b457-a5b6-4cae-aae3-0307d5aee48a,chat:u_barbara_u_naama,199,u_naama,u_barbara,2020-03-03 00:07:30,‎audio omitted,"https://youtu.be/6Af6b_wyiwI
Listen to his speech about it from four years ago
Good night princess"
0fe697dc-0791-4df7-8d9d-c76b5162bd47,chat:u_barbara_u_naama,200,u_barbara,u_naama,2020-03-03 00:07:34,"https://youtu.be/6Af6b_wyiwI
Listen to his speech about it from four years ago
Good night princess","‎audio omitted
So
Are you dead??"
60079c33-8a5b-44cc-b5ea-f57a4d2fafff,chat:u_barbara_u_naama,201,u_naama,u_barbara,2020-03-03 00:08:27,"‎audio omitted
So
Are you dead??","No
But she said I have noises in my right lung
She didn't give me a referral for an x-ray or anything
Take antibiotics
I can't with the medicine here"
797cee5a-07e0-4ae2-a59e-a1a5ba9f911a,chat:u_barbara_u_naama,202,u_barbara,u_naama,2020-03-03 14:57:30,"No
But she said I have noises in my right lung
She didn't give me a referral for an x-ray or anything
Take antibiotics
I can't with the medicine here","Who is that doctor
Why is she stupid
Go to someone else
That sounds like pneumonia
Why the antibiotics
What kind of rustling"
d1db980d-e4c9-4d12-969a-3857be9fc307,chat:u_barbara_u_naama,203,u_naama,u_barbara,2020-03-03 14:59:02,"Who is that doctor
Why is she stupid
Go to someone else
That sounds like pneumonia
Why the antibiotics
What kind of rustling","Yes, she said you probably have an infection in your lung
That's it
I'll go to my mom's friend, she's a really good doctor
Just to listen, you know"
31cf60ae-c8f5-4c76-b1e2-b18ae1a74072,chat:u_barbara_u_naama,204,u_barbara,u_naama,2020-03-03 15:00:30,"Yes, she said you probably have an infection in your lung
That's it
I'll go to my mom's friend, she's a really good doctor
Just to listen, you know","To confirm it's not Corona
What hurts her"
b376dbe8-6644-45d0-83c9-d08db17b5d07,chat:u_barbara_u_naama,205,u_naama,u_barbara,2020-03-03 15:01:28,"To confirm it's not Corona
What hurts her","hahahahahahahahahaha
I don't have a fever"
1b3a9baf-b815-4fb7-afcc-e82f37762214,chat:u_barbara_u_naama,206,u_barbara,u_naama,2020-03-03 15:01:35,"hahahahahahahahahaha
I don't have a fever",Death
2d4937be-e65a-47f7-b089-b0e66f6ae38a,chat:u_barbara_u_naama,207,u_naama,u_barbara,2020-03-03 15:02:12,Death,‎audio omitted
1b1795e3-d8c0-4d4f-aa87-ee51e7046303,chat:u_barbara_u_naama,208,u_barbara,u_naama,2020-03-03 15:03:27,‎audio omitted,‎audio omitted
c5849dd4-c1b7-45f8-89ec-23685c5fa41e,chat:u_barbara_u_naama,209,u_naama,u_barbara,2020-03-03 15:06:07,‎audio omitted,Naamaaa
9469b972-2854-43c9-b256-647ce03bc5a5,chat:u_barbara_u_naama,210,u_barbara,u_naama,2020-03-04 11:59:48,Naamaaa,"Yes, my dying one"
eb2270d2-d11c-4b71-9bde-a83444676eb9,chat:u_barbara_u_naama,211,u_naama,u_barbara,2020-03-04 12:00:00,"Yes, my dying one","Do you want to hang out today
hahahahahahahahahaha"
dd2204d3-6a6a-493d-b4c5-4b3bec45ec5a,chat:u_barbara_u_naama,212,u_barbara,u_naama,2020-03-04 12:00:01,"Do you want to hang out today
hahahahahahahahahaha","I'm covering for you
So no"
59b46ffb-5536-4f35-9ad3-1e8b889e753b,chat:u_barbara_u_naama,213,u_naama,u_barbara,2020-03-04 12:00:11,"I'm covering for you
So no","Noooo
Sorry
I didn't ask for a day off
They forced me"
26b49954-e87e-4117-aa1f-83b8dcdf5314,chat:u_barbara_u_naama,214,u_barbara,u_naama,2020-03-04 12:00:16,"Noooo
Sorry
I didn't ask for a day off
They forced me","hahahahahah
It's okay
Rest
It's important"
a555a123-fcce-492d-9aa0-89e3c3026887,chat:u_barbara_u_naama,215,u_naama,u_barbara,2020-03-04 12:00:33,"hahahahahah
It's okay
Rest
It's important","Naamaaa, come to the center
To that restaurant you told me about"
7c5b03a6-9abe-49e5-a184-cfbe5f72f132,chat:u_barbara_u_naama,216,u_barbara,u_naama,2020-03-08 10:35:31,"Naamaaa, come to the center
To that restaurant you told me about",‎audio omitted
9e25e28e-ea81-4cd3-98a6-c4c84b4d8d25,chat:u_barbara_u_naama,217,u_naama,u_barbara,2020-03-08 10:37:32,‎audio omitted,"hahahahaha what did you eat?
What, are there no buses in Ra'anana?"
fba811da-dcc7-4df4-9826-23264fd5c72b,chat:u_barbara_u_naama,218,u_barbara,u_naama,2020-03-08 10:38:04,"hahahahaha what did you eat?
What, are there no buses in Ra'anana?",Public transport in Ra'anana is garbage
98fcc985-06a9-4fbf-b20c-d5a976be156c,chat:u_barbara_u_naama,219,u_naama,u_barbara,2020-03-08 10:38:47,Public transport in Ra'anana is garbage,"Ugh
But it's probably so much fun in the center today, everyone is dressed up"
57dd04c2-cae0-4330-98a2-131a8e0c5ae9,chat:u_barbara_u_naama,220,u_barbara,u_naama,2020-03-08 10:39:03,"Ugh
But it's probably so much fun in the center today, everyone is dressed up","The truth is everyone is dressed up, right
Look, I can ask if there's space
The question is how we'll get there and back
Because there are no trains from ten either"
c544bc68-b0cd-4e0b-b739-07b5a0f0d696,chat:u_barbara_u_naama,221,u_naama,u_barbara,2020-03-08 10:50:37,"The truth is everyone is dressed up, right
Look, I can ask if there's space
The question is how we'll get there and back
Because there are no trains from ten either","What
Why?
Specifically on Purim and there aren't any?
That's really stupid"
87258308-50d4-4878-8dc6-55a9f3cc94da,chat:u_barbara_u_naama,222,u_barbara,u_naama,2020-03-08 10:51:03,"What
Why?
Specifically on Purim and there aren't any?
That's really stupid",Use Moovit
3a809045-d932-4a00-ad86-8cfea4e4db1a,chat:u_barbara_u_naama,223,u_naama,u_barbara,2020-03-08 10:52:23,Use Moovit,What time do they open? And when does that deal with pizza and wine start
55ceb248-32ac-4ed6-8a7b-93387ad0d12b,chat:u_barbara_u_naama,224,u_barbara,u_naama,2020-03-08 10:52:26,What time do they open? And when does that deal with pizza and wine start,"It's not now specifically
It's been like this for a month already
Um
I don't know
Wait, I'll check"
2071e9f7-e33a-426b-a0db-422e3e66ff78,chat:u_barbara_u_naama,225,u_naama,u_barbara,2020-03-08 10:52:29,"It's not now specifically
It's been like this for a month already
Um
I don't know
Wait, I'll check","Do you want to go to the sea?
Like, regardless of the center
lolll"
05fe2300-9a85-4f15-bf3f-407b9ef4e969,chat:u_barbara_u_naama,226,u_barbara,u_naama,2020-03-08 10:52:51,"Do you want to go to the sea?
Like, regardless of the center
lolll","Oh, from eight thirty
I'm probably having breakfast with a friend
Just talking to her"
4215fc5d-3c7b-4bbc-a382-f80d6ece7f12,chat:u_barbara_u_naama,227,u_naama,u_barbara,2020-03-08 10:54:06,"Oh, from eight thirty
I'm probably having breakfast with a friend
Just talking to her","What a bummer with them
Okay, we'll wait for public transport in Israel to improve, if it ever happens
You just said you ate a lot of junk food on the weekend"
5800e006-a54f-4eaf-ba5e-eac6166fd5c4,chat:u_barbara_u_naama,228,u_barbara,u_naama,2020-03-08 10:54:37,"What a bummer with them
Okay, we'll wait for public transport in Israel to improve, if it ever happens
You just said you ate a lot of junk food on the weekend","I'm not eating garbage
You funny one
Salad and an omelet
I'll pray
‎audio omitted"
ab433297-b3c0-4a7b-bbaa-a07cb0d34735,chat:u_barbara_u_naama,229,u_naama,u_barbara,2020-03-08 12:39:01,"I'm not eating garbage
You funny one
Salad and an omelet
I'll pray
‎audio omitted","I'm the evening shift on Tuesday
Like, I have no problem
Ask Shirel"
51f79066-55b4-482c-a02f-29d35a52da9d,chat:u_barbara_u_naama,230,u_barbara,u_naama,2020-03-08 15:50:23,"I'm the evening shift on Tuesday
Like, I have no problem
Ask Shirel","Then we'll switch
I'll tell Shirel
❤"
9cfd0adf-3710-4766-9fad-a6612121394b,chat:u_barbara_u_naama,231,u_naama,u_barbara,2020-03-08 15:51:55,"Then we'll switch
I'll tell Shirel
❤","Oh, so you'll arrive in the evening?"
aedd462f-0f3d-46ac-ba85-4ba7b5224c2a,chat:u_barbara_u_naama,232,u_barbara,u_naama,2020-03-08 15:52:11,"Oh, so you'll arrive in the evening?",Yess
aa0a84be-38ce-4131-9ab1-b2f7a784a498,chat:u_barbara_u_naama,233,u_naama,u_barbara,2020-03-08 15:52:21,Yess,"Oh cool
No problem"
f3e64da7-6b1f-4216-b6bc-a9f6394caa8a,chat:u_barbara_u_naama,234,u_barbara,u_naama,2020-03-08 15:52:31,"Oh cool
No problem","Barbi, what pills did you recommend to me for my hair?
I'm at Super-Pharm"
cdac9b0e-82a5-45bc-82ba-701d51c9aa88,chat:u_barbara_u_naama,235,u_naama,u_barbara,2020-03-08 16:32:18,"Barbi, what pills did you recommend to me for my hair?
I'm at Super-Pharm",Niacin
ad266c82-6ade-47da-933d-e96325be6faf,chat:u_barbara_u_naama,236,u_barbara,u_naama,2020-03-08 18:07:53,Niacin,Graciasss
450458cf-9527-4cb9-ae23-509580859c42,chat:u_barbara_u_naama,237,u_naama,u_barbara,2020-03-08 19:31:05,Graciasss,"You're welcome, sorry for the delay
I was driving"
2b016e41-323c-4f5e-b0fc-8d0ba3b323e8,chat:u_barbara_u_naama,238,u_barbara,u_naama,2020-03-08 20:42:38,"You're welcome, sorry for the delay
I was driving","No problem, my soul, my darling"
9462bc43-f14f-487e-b60e-f9f64edeef24,chat:u_barbara_u_naama,239,u_naama,u_barbara,2020-03-08 20:43:03,"No problem, my soul, my darling","What are you doing tonight?
‎image omitted"
fee4d068-ac2c-402b-98dc-f5cd7a0ac867,chat:u_barbara_u_naama,240,u_barbara,u_naama,2020-03-08 20:58:16,"What are you doing tonight?
‎image omitted","hahahaha
Marketing
I have no way to get to you
Unless I take out a car
And I'm a nerd who doesn't drink and drive
Because I'm still a new driver"
70c3a401-fce3-4268-96ac-dbcb92bf4935,chat:u_barbara_u_naama,241,u_naama,u_barbara,2020-03-08 20:58:57,"hahahaha
Marketing
I have no way to get to you
Unless I take out a car
And I'm a nerd who doesn't drink and drive
Because I'm still a new driver","Wait, are there no trains between Acre and Nahariya either?
When did you get your license?"
e5431345-fc74-406d-aecc-6f428fa07f94,chat:u_barbara_u_naama,242,u_barbara,u_naama,2020-03-08 20:59:33,"Wait, are there no trains between Acre and Nahariya either?
When did you get your license?",Last year
c813f942-5942-4758-8ef5-dc41b342fb69,chat:u_barbara_u_naama,243,u_naama,u_barbara,2020-03-08 20:59:50,Last year,"Me two years ago. But somehow the new driver period ended for me after a year
?"
f094cdc5-1cd5-40c8-b327-3ddc7d59c9cb,chat:u_barbara_u_naama,244,u_barbara,u_naama,2020-03-08 20:59:51,"Me two years ago. But somehow the new driver period ended for me after a year
?","I'm checking now
‎audio omitted"
addadafb-6034-4c23-9488-7ced25f234b4,chat:u_barbara_u_naama,245,u_naama,u_barbara,2020-03-08 21:00:05,"I'm checking now
‎audio omitted","Do you want me to come to Nahariya?
I'd love to get out of the house. Mom is driving me crazy"
2cc0fa61-f2d8-4f83-b3aa-d8dd59673ae6,chat:u_barbara_u_naama,246,u_barbara,u_naama,2020-03-08 21:01:55,"Do you want me to come to Nahariya?
I'd love to get out of the house. Mom is driving me crazy",‎audio omitted
3cf675a9-dbe9-4141-8916-1cf69fff7fc1,chat:u_barbara_u_naama,247,u_naama,u_barbara,2020-03-08 21:02:17,‎audio omitted,"Okay, keep me updated
Before I fall asleep though lol"
